liste Clients Mag
Code Libre;Nom;CP Fact;Ville Fact;Téléphone Fact;Commentaire
C00000001695;LSP PRODUCTION;13180;GIGNAC LA NERTHE;;
C00000002956;LTME;83260;LA CRAU;;
C00000001332;Ludivine;;;;
C0177;LUNDI SOIR;42700;Firminy;610268821;
C0064;LUTIN DU PERE NOEL;43210;BAS EN BASSET ;;
C00000001154;LUTIN SONO;42152;L HORME;;
C00000002941;LUX FACTORY;59990;SAULTAIN;;
C00000001237;Lycée A.TESTUT;42500;LE CHAMBON FEUGEROLLES;;
C0538;LYCÉE AGRICOLE D'YSSINGEAUX;43200;YSSINGEAUX ;;
C00000002413;LYCEE AGRICOLE MONTBRISON PRECIEUX;42600;PRECIEUX;;
C00000003111;LYCEE AGRICOLE PRIVÉ ETIENNE GAUTIER;42720;NANDAX;477237010;
C0542;LYCÉE ALBERT CAMUS;42704;Firminy cedex;477401717;
C00000002626;LYCEE BEAUREGARD;42600;MONTBRISON;477967171;
C00000001559;LYCEE CLAUDE FAURIEL;42007;ST ETIENNE;04 77 30 45 09;
C0097;LYCEE D'ALEMBERT;42100;Saint Etienne;477818360;
C0539;LYCEE ETIENNE MIMARD;42021;Saint Etienne;477495920;
C00000001889;LYCEE FRANCOIS MAURIAC;42160;ANDREZIEUX-BOUTHEON;04 77 36 38 10;
C00000001940;Lycée Georges SAND;43200;YSSINGEAUX;;
C0540;LYCEE HONORE D'URFEE;42000;SAINT ETIENNE;477573858;
C00000001857;LYCEE HORTICOLE DE MONTRAVEL;42390;VILLARS;477911110;
C0541;LYCÉE LA GRANDE GRANGE;42400;ST CHAMOND ;477220471;
C00000002769;LYCEE LE RENOUVEAU;42530;SAINT GENEST LERPT;;
C00000002932;LYCEE LEONARD DE VINCI;38090;VILLEFONTAINE;;
C0544;LYCÉE PROFESSIONNEL HONORÉ D'URFÉ;42023;SAINT-ETIENNE;;
C0545;LYON SCENE;69100;Villerbanne;472650580;
C00000002864;Lyons Club Annonay Roche des Vents;7100;ANNONAY;;
C00000002114;M G LABEL;42000;SAINT-ETIENNE;;
C0238;M. BERNARD;42100;Saint Etienne;;
C0249;M. BRAMBILLA Damien;1510;VIRIEU LA GRAND;;
C00000003238;M. CHALABI Liam;;;;
C0465;M. GRATEAU FREDERIC;42300;Roanne;477716051;
C00000001593;M. MALLET;;;;
C00000001365;M. MANGIARACINA;42100;ST ETIENNE;;
C0237;M. NOUNOUZE;;la jonquera;;
C0467;M. PENTELEITCHOUK GRIGORI;;;477971680;port:06 71 21 85 07
C00000003171;M.B YANNICK;34500;BEZIERS;;
C00000002848;M2L PRODUCTIONS;11000;CARCASSONNE;;
C00000001592;MACH 1;42210;MARCLOPT;04 77 54 40 75;
C00000001954;MACH 3 SYSTEM;42340;VAUCHE;;
C00000002886;MAD IN EVENT;83000;TOULON;;
C00000003242;MADAM&COMPAGNIE;42530;SAINT-GENEST LERPT;477555988;
C00000002936;MADCOW LA COMPAGNIE SAS;15400;CHEYLADE;;
C0546;MADEIRA MICHEL;42450;SURY LE COMTAL;477300003;
C00000002574;MADERA STUDIO;42140;SAINT DENIS SUR COISE;;
C0547;MAG COM CLIENT;42100;ST ETIENNE ;477599155;
C0548;MAG DJ CLIENT;42100;ST ETIENNE ;477804784;
C00000001666;MAG SCENE/APPEL;;;;
C0225;MAGAZIN BAMBOU;42800;RIVE DE GIER;;
C00000001532;MAGIC CONCEPT;38100;GRENOBLE;;
C00000001807;MAGIC EVENTS;3189;ORIHUELA;;
C00000003330;MAGIC FANS ST ETIENNE;;;;
C00000002963;MAGIC WORLD DIFFUSION;63300;DORAT;;
C0101;MAGMA DART;1504;AMBERIEUX EN BUGEY CEDEX;670100244;
C0549;MAGNETIC CONSULTANT;30560;St Hilaire de Brethmas;534411245;
C00000002308;MAIRIE DE LANGEAC;43300;LANGEAC;471772806;
C00000002302;MAIRIE DE LEMPDES;63370;LEMPDES;;
C00000001751;MAIRIE DE SAUVAIN;42990;SAUVAIN;;
C00000002751;MAIRIE DE ST LAURENT DU PAPE;7800;SAINT-LAURENT-DU-PAPE;;
C00000002155;MAIRIE DE VIOLAY;42780;VIOLAY;;
C00000002607;MAIRUE DE GERZAT;63360;GERZAT;;
C00000001169;MAISON DE LA PETITE ENFANCE;42230;ROCHE LA MOLIERE;;
C0551;MAISON DES AVOCATS;42000;ST ETIENNE;477421533;
C0953;MAISON DU FESTIVAL;63500;ISSOIRE;;
C0552;MAISON POUR TOUS;42700;FIRMINY ;477100503;
C00000001888;MAISON POUR TOUS;;;;
C00000001858;MAISON POUR TOUS DE BRIVES;43700;BRIVES CHARENSAC;471024569;
C00000001924;MAISON POUR TOUS PLANFOY;42660;PLANFOY;;
C0553;MAITRISE DU CONSEIL GENERAL DE LA LOIRE;42600;MONTBRISON;;
C00000003284;MALAKA SI;42100;SAINT ETIENNE;;
C00000002949;Malenga Orsilli;42000;ST-ETIENNE;777700691;
C00000003132;MANAA YACOUB;;;;
C00000002554;MANDATAIRE FINANCIER DE DAVID FARA;42500;LE CHAMBON FEUGEROLLES;;
C00000001531;MANDINE Stéphane;13016;MARSEILLE;;
C0554;MANI HELLA;42000;SIANT ETIENNE;619497889;
C00000001418;MAPE EVENEMENTS;69630;CHAPONOST;;
C0507;MARCEL LANCE PRODUCTION;66190;COLLIOURE;607637363;
C00000002424;MARCEL MARTIN ;83210;SOLLIES-VILLE;494283807;
C0558;MARIGNANE ANIMATIONS;13700;Marignane;;
C0557;MARIN BRICE;42410;PAVEZIN;682392720;
C00000001688;MARITAN Albert;42580;L'ETRAT;04 77 92 58 36;
C00000001255;MARJOLAINE;43500;ST PAL EN CHALENCON;;
C00000001295;MARMOTS PRODUC'SON;42380;ESTIVAREILLES;;
C00000001029;MARTIN FRANCE;91090;LISSES CEDEX;;
C00000001709;MARTINEZ Pierre Bertrand;69110;STE FOY LES LYON;;
C00000002475;MARTINEZ SEBASTIEN CEDRIC;75015;PARIS;;
C00000003282;MARZE;;SAINT PAL DE MONS;;
C0559;MASKI THEATRE;75018;PARIS;;
C0180;MASSIF CELTRAD;63270;VIC LE COMTE;473690566;
C0560;MASTER EVENT;75017;Paris;144405527;
C00000001686;MATAGRIN Nicolas;42100;SAINT-ETIENNE;;
C00000001693;Mathieu FREYSSENET PEYRARD;42100;SAINT-ETIENNE;;
C00000003248;Mathieu Valeyre;21000;DIJON;;
C00000002836;MATOS;34130;LANSARGUES;467700121;
C00000001339;MATTHIEU LASCOMBES;31450;MONTESQUIEU LAUGARAIS;;
C00000002091;MATTUTZU Bruno;42100;SAINT ETIENNE;;
C00000002103;MATTUTZU Patrice;42100;SAINT-ETIENNE;;
C0561;MAXOU PRODUCTION;66450;POLLESTRES;609962337;
C0901;MAZZUCCA Giovanni;42000;SAINT_ETIENNE;06 08 04 14 05;
C00000003054;MBA DEV BALOUZAT Maxime;69600;OULLINS;;
C0562;MBM UNIVET;30420;CALVISSON;466620493;
C0845;MC ENTAIRTENMENT;69009;LYON;;
C00000001311;MC PRODUCTIONS;69009;LYON;472530614;
C00000002411;MC2 GRENOBLE;38100;GRENOBLE;476007979;
C00000002068;MD CONCEPT;69005;LYON;;
C0571;MDE MICHALET MARTINE;42160;ANDREZIEUX-BOUTHEON;;
C00000002579;MDTP;;;;
C00000002614;MEDIA PRO;;;;
C00000001718;MEDIA SPECTACLES;26200;MONTELIMAR;;
C00000002912;MEDIACOM SARL EURODIREX;13001;MARSEILLE;491355555;
C00000002595;MEDIAFRANCE;1250;ST JUST;486573573;
C0563;MEDIATHEQUE DE MONTBRISON;42600;MONTBRISON;;
C00000002016;MEDIATHEQUE DE VILLARS;42390;VILLARS;;ou adresse mediatheque@villars.fr
C00000002560;MEDIATONE;69001;LYON;478279399;
C0564;MEDIATOR;26200;MONTELIMAR;475985886;
C00000002867;MEETINGS;69540;IRIGNY;437402175;
C0565;MEGA MOME;42240;SALOIRE ;477357850;
C00000001893;MENWAY EXPERTS;75008;PARIS;;
C00000001535;MERALLI-BALLOU;42000;ST ETIENNE;;
C0566;MERMOZ;42610;SAINT ROMAIN LE PUY;477766960;
C0567;METARE DANSE;42100;ST ETIENNE ;;
C00000002888;METRONOMI;69009;LYON;;
C0078;METROPOLIS 42;42000;ST ETIENNE ;477323629;
C0450;MFB DIFFUSION;42390;Villars;047774 00 68;
C00000002162;MFR LOIRE-AUVERGNE;42600;CHALAIN LE COMTAL;477927701;
C00000002866;MG PROD;76410;TOURVILLE LA RIVIERE;;
C0411;MIAMI EURL;42210;UNIAS;;
C00000001558;MIAMIAM;42100;ST ETIENNE;;
C0573;MICHAUDON Nicole;42660;Saint Genest Malifaux;;
C00000002711;MICHEL CHOMETON;;;;
C00000002314;MICHEL Christophe;69700;ECHALAS;;
C00000001613;MICHEL HABERT ORGANISATION;75008;PARIS;;
C00000003299;MICROFILMS;93200;SAINT DENIS;140121618;
C0514;MIDANE SPECTACLES;42640;ST FORGEUX LESPINASSE;477656475;
C00000001580;MILLE & UNE FETE;42100;ST ETIENNE;;
C00000002392;MILLE COUPS DE CHOEUR;42340;VEAUCHE;;
C00000002722;MINUIT, CIE PAULINE BAYARD;42100;SAINT ETIENNE;661072214;
C00000001523;MIRALLES David;34470;PEROLS;;
C0469;MISERY GUY;;;662159894;
C00000002207;MISS PRESTIGE NATIONAL;42480;LA FOUILLOUSE;;
C00000001325;MISTER ARTHUR;66400;OMS;180825215;
C00000002852;MIX'ELLE SONO ANIMATION;42000;SAINT ETIENNE;;
C00000001912;MJ LES LOUP'PHOQUES;69850;DUERNE;;
C0575;MJC AUREC SUR LOIRE;43110;AUREC SUR LOIRE;477354159;
C00000001946;MJC COORDINATION;;;;
C0896;MJC D AUREC SUR LOIRE;43110;AUREC SUR LOIRE;;
C0574;MJC D'AMBERIEUX EN BUGEY;1504;Amberieux en Bugey;;
C0577;MJC DE CHARLIEU;42190;CHARLIEU;477600597;
C0579;MJC DE FEURS;42110;FEURS;477262114;
C00000001969;MJC DE MONTROND LES BAINS;42210;MONTROND LES BAINS;04 77 54 54 85;
C0914;MJC DE POMEYS;69590;POMEYS;;
C00000001319;MJC DE ST CHAMOND;42400;SAINT CHAMOND;477317115;
C00000002401;MJC DE ST JUST ST RAMBERT;42170;ST JUST ST RAMBERT;;
C0065;MJC DES TILLEULS;42000;SAINT ETIENNE ;477744525;
C0580;MJC GREZIEUX LE MARCHE;69590;GREZIEUX LE MARCHE;621173234;
C0916;MJC L'ARBRESLE;69210;L'ARBRESLE;;
C0581;MJC MONISTROL/LOIRE-LA MAISON DU MONTEIL;43120;MONISTROL SUR LOIRE;471665352;
C0582;MJC MONTROND LES BAINS;42210;MONTROND LES BAINS;477545485;
C0583;MJC SAINT MARTIN EN HAUT;69850;SAINT MARTIN EN HAUT;675225800;
C00000001277;MJC SAINT MARTIN LA PLAINE;42800;SAINT MARTIN LA PLAINE;477754741;ENVOIE FACTURE PAR MAIL (24/01/18)
C00000002778;MJC ST JUST ST RAMBERT;42170;SAINT JUST SAINT RAMBERT;477736700;
C0578;MJC THEATRE COUZON;42800;RIVE DE GIER;477750419;
C0584;MJC VALFLEURY;42000;VALFLEURY;673884438;
C00000002277;MKD PRODUCTIONS;75014;PARIS;;
C00000001118;MKPLUS;69530;BRIGNAIS;472316768;
C00000001389;MM MUSIC;75017;PARIS;;
C00000001478;MMD;27120;HOULBEC COCHEREL;;
C0722;Mme TORR MICHELE et MURZILLI J.P.;13000;Aix en Provence;;
C00000001879;MN PRODUCTION;30420;CALVISSON;;
C00000002465;MODJO PRODUCTION;69390;CHARLY;;
C00000003066;MOINE Zoria;42160;ST GENEST MALIFAUX;686457353;
C00000001469;MOMENTUM;92200;NEUILLY SUR SEINE;01 46 24 29 29;
C00000002221;MONIER Romain;42600;MONTBRISON;;
C00000003122;MONNERY Mathieu;42800;RIVE DE GIER;;
C00000001443;MONOLITHE PRODUCTIONS;75018;PARIS;;
C00000003311;MONTPELLIER EVENTS;34000;MONTPELLIER;;
C00000001793;MONTPELLIER HERAULT RUGBY;34070;MONTPELLIER ;;
C00000002843;MOONCATS STUDIO;44024;NANTES CEDEX 1;;
C0585;MOOREA SL;8023;BARCELONA;;
C00000001206;MORETON Arnaud;69000;LYON;;
C00000002474;MORGANE PRODUCTION;92100;BOULOGNE-BILLANCOURT;178163875;
C00000002701;MORGANE PRODUCTIONS;;;;
C00000002517;MORVANT Tom;42000;SAINT-ETIENNE;;
C0055;MOSAIQUE;42320;VEAUCHETTE;477947671;
C00000001421;MOSAIQUE GITANE;13200;ARLES;;
C00000001585;MOSKATO PRODUCTIONS;75015;PARIS;;
C00000001681;MOULIN Léo;;;;
C00000001639;MOULIN Vincent;42600;MONTBRISON;;
C00000001928;MOUMKINE;75018;PARIS;;
C00000001907;MOURS ROMANS BMX;26540;MOURS SAINT EUSEBE;;
C00000002985;MOVICOM;197;ROMA;330664774506;
C0586;MPM LORRAINE;57147;WOIPPY CEDEX ;387343232;
C0620;MR ET MME BACHELET;92150;SURESNE;;
C0418;Mr Faure Bernard;38120;Saint Egrève;;
C0436;Mr FONFERRIER Rémy;42000;SAINT-ETIENNE;477337160;
C0479;Mr INSALACO DISCOTHEQUE LE FISH;42700;FIRMINY;684896979;
C00000002470;MR MAX PRODUCTION;76600;LE HAVRE;;
C0595;Mr NICOLET Christian;;GENEVE SUISSE;615106411;
C00000002070;Mr SAYAD;42700;FIRMINY;;
C0726;Mr TRONTIN;1000;BOURG EN BRESSE;620409710;
C0587;MRJC FOREZ ;42110;EPERCIEUX ST PAUL ;;
C0956;MS;84800;L'ISLE SUR SORGUE;;
C00000002513;MSA / MUSIC SPORT ASSOCIATION;63510;AULNAT;;
C00000001358;MSC CR;92120;MONTROUGE;01 48 04 49 10;
C00000002506;MSC CRUISES SA;92120;MONTROUGE;;
C0588;MT PRODUCTION;75016;PARIS;;
C00000001282;MTL PRODUCTION;95400;VILLIERS LE BEL;01 39 90 29 15;
C00000002951;MUET Rudy;42000;SAINT ETIENNE;;
C00000003272;MULTICAM PRODUCTION;91070;BONDOUFLE;;
C00000001714;MURAT Gérard;42100;SAINT-ETIENNE;;
C0589;MURAT LUDOVIC;42100;SAINT ETIENNE;477325212;
C00000002174;MUSE ART'N;19470;LE LONZAC;;
C0849;MUSÉE D'ART ET D'INDUSTRIE;42000;SAINT ETIENNE;477338335;
C00000001050;MUSEE D'ART MODERNE;42006;SAINT ETIENNE CEDEX 1;477799791;
C0859;MUSEE DE LA MINE DE ST ETIENNE;42000;SAINT_ETIENNE;;
C00000002532;MUSEE DES TISSUS ET DES ARTS DECORATIFS;69002;LYON ;478384200;
C00000001393;MUSIC 2000;7100;ANNONAY;;
C00000002740;MUSIC 85;69600;OULLINS;;
C00000003112;MUSIC CONCEPT EVENT;42130;BOEN SUR LIGNON;;
C00000002042;MUSIC FOR EVER PRODUCTION;68171;RIXHEIM;;
C00000002894;MUSIC LINE PRODUCTION;67000;STRASBOURG;367103333;
C00000001738;MUSIC MORNING DEVELOPMENT;27120;HOULBEC COCHEREL;;
C00000002781;MUSIC PARTNER ORGANISATION;63960;VEYRE MONTON;;
C00000001623;MUSIC PLANET;34440;PEROLS;;
C0591;MUSIC PLUS;38320;EYBENS;04 76 62 72 72;
C00000002710;MUSICFOREVER;;;;
C0141;MUSIQUE PLURIELLES;42000;SAINT ETIENNE;;
C0569;MUTUALITÉ FRANçAISE LOIRE;42029;SAINT ETIENNE cedex 1;608919540;
C0592;MUZIK TRIBE;69003;LYON;478954009;
C00000001855;MZ DANCE STUDIO;42160;ANDREZIEUX BOUTHEON;;
C00000001986;MZ DANSE STUDIO;42260;ANDREZIEUX BOUTHEON;06 49 62 23 11;
C0599;N.M.A SONORISATION;7000;SAINT CYR;663334570;
C0958;NAGIA COM;43000;LE PUY EN VELAY;;
C0593;NAIVE;75009;PARIS;155590752;
C0855;NAJE;92160;ANTONY;;
C00000003318;Nano Fils;;;;
C00000003155;NANTUA FESTIVAL;1130;NANTUA;;
C00000002088;Nathalie DE SA FERRIOL;42240;UNIEUX;;
C00000001575;NATIOCREDIMURS;69009;LYON;;
C00000001079;NATIXIS LEASE;94676;CHARENTON-LE-PONT CEDEX;01 58 32 80 80;
C00000002366;NAVARRO Jérémy;42230;SAINT VICTOR SUR LOIRE;;
C00000002263;NDP PROJECT;75008;PARIS;;
C0594;NEBOIT DOMINIQUE;43290;ST BONNET LE FROID ;471656389;
C00000003022;NEDEL LIVE;75001;PARIS;;
C00000002301;NEOMME;69270;COUZON AU MONT D'OR;;
C00000001465;NEPTUNE SHOW PRODUCTION;69680;CHASSIEU;04 72 47 00 06;
C00000001605;NESTLE PURINA PETCARE;42340;VEAUCHE;04 77 36 24 07;
C00000002119;NETTELO SAS;42300;ROANNE;;
C00000002113;NEUTRAL PATH MASTERING;42370;SAINT HAON LE CHATEAU;477651799;
C0596;NICOLET Jennifer;34000;Montpellier;;
C0597;NICOSIA JEAN CLAUDE;42100;SAINT ETIENNE;;
C00000002672;NINKASI MUSIQUES;69007;LYON;472765235;
C00000003176;NKLM GROUP;26000;VALENCE;;
C0598;NKO ORGANISATION;1201;GENEVE;;
C00000002025;NM PRESTATION;69150;DECINES CHARPIEUX;;
C00000001948;NOAH GILLES;42000;SAINT-ETIENNE;;
C00000003087;NOAILLY MAX;;;;
C00000002508;NOLIN Amadine;42660;PLANFOY;;
C0600;NORBERT ANIMATION;38790;CHARANTONNAY;474591684;
C0601;NORD COM EVENEMENT;;;;
C0915;NORD SUD PRODUCTION;;;607331104;
C0843;NORDIQUE AUTOMOBILE;42000;SAINT-ETIENNE;04 77 49 64 96;
C00000001243;NOUS PRODUCTION;75010;PARIS;;
C0576;NOUVEAU THEATRE BEAULIEU;42100;SAINT ETIENNE;477463166;
C00000002750;NOVA AVENTURE;42110;POUILLY-LES-FEURS;;
C00000001407;NOVARO;42000;SAINT-ETIENNE;;
C00000002844;NOVELTY;69680;CHASSIEU;478790398;
C00000002820;NOVOTEL CHATEAUCREUX;42000;SAINT-ETIENNE;;
C00000000992;NRJ AUDIO;75;PARIS;01 40 71 40 17;
C00000002108;NRJ GLOBAL REGIONS;42100;SAINT-ETIENNE;;
C00000001149;NUAGES PRODUCTIONS;34000;MONTPELLIER;;
C00000002255;NUEVA ONDA PRODUCTION;34150;GIGNAC;;
C00000001743;NUIT B PRODUCTION;34160;RESTINCLIERES;04 67 86 84 69;
C0602;NUIT MAGIQUE;19200;USSEL;555461092;
C1044;NUITS D'ARTISTES;80330;LONGUEAU;322472900;
C0125;NUL;;;;
C00000001033;O'KISS PRODUCTION;42100;SAINT-ETIENNE;;
C00000002186;OAM PRODUCTION;29217;LE CONQUET;;
C0603;OBJECTIF T;42600;MONTBRISON;;
C00000003186;OCCE RPI DOIZIEUX LA TERRASSE;42740;LA TERRASSE SUR DORLAY;;
C00000002320;ODAC;42170;ST JUST ST RAMBERT;;
C00000002300;ODLATSA;42360;COTTANCE;;
C0604;ŒUVRES PONTIFICALES MISSIONNAIRES;69287;LYON cedex 02;;
C0186;OFF COXA PLANA;42100;SAINT ETIENNE;;
C0612;OFFICE DE TOURISME BRIVE;;BRIVE LA GAILLARDE;555244369;
C00000003026;OFFICE DE TOURISME C.A. DU PUY EN VELAY;43000;LE PUY EN VELAY;471093841;
C0605;OFFICE DE TOURISME D'YVOIRE;74140;YVOIRE ;450728021;
C0613;OFFICE DE TOURISME DE L'ANCE;63660;ST ANTHEME;473954706;
C00000002047;OFFICE DE TOURISME DE ST PIERRE LA MER;11560;FLEURY;468496089;
C00000002384;Office de Tourisme Loire Forez;42605;MONTBRISON CEDEX;682291345;DEMAT OBLIGATOIRE
C0609;OFFICE DE TOURISME ST GALMIER;42330;ST GALMIER;477540608;
C00000002225;OFFICE DES FETES DE ST JUST ST RAMBERT;42170;ST JUST ST RAMBERT;477556551;
C00000002228;OFFICE DES SPORTS DE MONTROND LES BAINS;42210;MONTROND LES BAINS;;
C00000002868;OFFICE DES SPORTS DE ST CHAMOND;42400;SAINT-CHAMOND;;
C00000001087;OFFICE DU TOURISME;71100;CHALON SUR SAONE;;
C0608;OFFICE DU TOURISME DE FEURS;42110;FEURS;477260527;
C00000002312;OFFICE DU TOURISME DE GRUISSAN;11430;GRUISSAN;;
C00000001162;OFFICE DU TOURISME DE SORBIERS;42290;SORBIERS;;
C00000002374;OFFICE DU TOURISME DE ST ETIENNE;42000;SAINT-ETIENNE;477616103;
C00000002157;OFFICE DU TOURISME DES SUCS AUX BORDS DE LOIRE;43200;YSSINGEAUX;;
C0607;OFFICE MUNICIPAL DES JEUNES ;42700;FIRMINY ;477561231;
C0755;OFFICE MUSICAL DE ROCHE LA MOLIERE;42230;ROCHE LA MOLIERE;687821220;
C0606;OFFICE MUSICAL ST ETIENNE;42000;ST ETIENNE ;477219939;
C00000001217;OGEC;69610;HAUTE RIVOIRE;;
C00000002601;OGEC Saint-François Notre-Dame;29260;LESNEVEN;;
C00000003335;OH MY PROD ! SAS;64200;BIARRITZ;;
C00000002175;OHMNIBUS STUDIO;42000;SAINT-ETIENNE;;
C00000002803;OK ! CHORALE;42300;ROANNE;;
C00000003002;OLA ORCHESTRAL'ART;69430;QUINCIE EN BEAUJOLAIS;;
C00000002405;OLYMPIA PRODUCTION ;75008;PARIS;;
C00000002311;OMERIN CABLES SAS;63600;AMBERT;;
C00000002412;OMS de monistrol sur loire;43120;MONISTROL SUR LOIRE;;
C00000002904;OP'LA;91560;CROSNE;;
C0610;OPAC du Grand Lyon;69006;LYON;;
C00000002409;OPEN BOX;69006;LYON;;
C00000001702;OPERA DE LYON;69001;LYON;472004500;
C00000001211;OPERA THEATRE DE SAINT-ETIENNE;42013;SAINT-ETIENNE;477478753;
C0931;OPERATION ORANGE;7;TOURNON;;
C00000002677;OPTIMUM CHARIOTS TP42;42000;SAINT-ETIENNE;;
C0168;OPUS 42;42000;SAINT ETIENNE;675046334;
C0071;ORCAVOU;7800;LA VOULTE SUR RHONE ;475851622;
C00000001131;Orchestre CORUM;42160;;;
C00000001867;ORCHESTRE DOUZET;42410;PELUSSIN;474876103;
C0442;ORCHESTRE FRED KOHLER ;7370;ECLASAN ;475685187;
C0423;ORCHESTRE GUY FERNANDEZ;30132;CAISSARGUES;;
C00000001979;ORCHESTRE MUSIC LIVE;;;;
C0532;ORCHESTRE PASCAL LOIDICE;42000;SAINT ETIENNE;477217073;
C0611;ORIOL;42580;L'ETRAT;477747718;
C00000002619;ORIOL ELECTRICITE;42390;VILLARS;;
C00000001101;ORPHELINAT DE LA POLICE;42100;SAINT-ETIENNE;;
C00000002775;ORTHOMANUFACTURE;;;;
C0121;OSAC;42700;FIRMINY;;
C00000002658;OSTINATO;69001;LYON;;
C1052;OUEST PRODUCTION;;;;
C0176;OULALA L'ASSO;42680;SAINT MARCELLIN EN FOREZ;;
C00000002997;OXFAM FRANCE;75011;PARIS;;
C00000001322;OXO PRODUCTION;21000;DIJON;;
C0614;OXYPROD;42320;ST CYPRIEN;686101677;
C00000002166;OZALYD;42100;ST ETIENNE;428040318;
C0183;OZANTI PROD;42130;CEZAY;;
C00000001579;P ATRICK GARACHON Organisation;63300;THIERS;473804112;
C0615;P.2.R.;42700;FIRMINY;607915437;
C00000001293;P.M.A;83300;DRAGUIGNAN;;
C0977;P&M PRODUCTION;42100;SAINT-ETIENNE;477200486;
C0624;PA SCENE;69000;MIONS;687814650;
C00000002065;PA-AUDIO;56427;SIERSHAHN;4901706574559;
C00000001683;PACE Frédéric;34420;VILLENEUVE-LES-BEZIERS;;
C00000001744;PAGANO Angelo;;;;
C00000002099;PAIN CORINNE;42100;SAINT ETIENNE;;
C0435;PALAIS DES CONGRES;26300;Chateauneuf sur Isère;04 75 71 97 11;
C00000001845;PALAIS DES CONGRES DE MONTELIMAR;26200;MONTELIMAR;;
C0617;PALAIS DES SPECTACLES;42100;SAINT ETIENNE;;
C0619;PANTANELLA CHRISTOPHE;69004;LYON;;
C00000001088;PAPA BRAVO;92150;SURESNE;;
C00000001723;PAPIER PEINTRE;42000;ST ETIENNE;;
C00000001066;PAPILLON;42230;ROCHE LA MOLIERE;06 84 54 97 97;
C0621;PAPRIKA;42100;SAINT ETIENNE ;;
C00000003197;PARADIS PHISCAL;69280;MARCY L'ETOILE;;
C00000002398;PARC DES EXPOSITIONS;30900;NIMES;;
C00000001336;PARC EXPO DE CHALON SUR SAONE;71100;CHALON SUR SAONE;;
C0622;PARC NATUREL DU PILAT;;;;
C00000002993;PARC NATUREL DU PILAT ;42410;PELUSSIN;474875211;
C0623;PARIS A 7 SPECTACLES;42120;LE COTEAU ;477689292;
C00000001347;PARIS SPECTACLE;42300;ROANNE;;
C00000002316;Paroisse Arménienne Catholique;42400;SAINT CHAMOND;;
C00000002634;PAROISSE D'AUREC SUR LOIRE;43110;AUREC SUR LOIRE;;
C00000001832;PAROISSE DE VISSOIE;3961;VISSOIE;;
C00000003079;PAROISSE DU SACRE COEUR;49000;CHOLET;;
C00000002618;PAROISSE SAINTE MARIE EN ONDAINE;42500;LE CHAMBON FEUGEROLLES;;
C00000001196;PAROISSE ST JEAN SUR OZON;42350;LA TALAUDIERE;04 77 53 64 30;
C00000001603;PAROISSE ST JOSEPH DES BORDS DE LOIRE;42210;MONTROND LES BAINS;;
C00000002787;PAROISSE ST JUST ST RAMBERT;;;686312996;
C00000002139;PAROLE DE VIE;42160;BONSON;;
C00000001876;PASCAL LEGROS PRODUCTION;75009;PARIS;1532000060;
C0259;PASINO GRAND;69890;LA TOUR DE SALVAGNY;478870270;
C0625;PATAT'ROCK ;43600;STE SIGOLENE ;;
C0452;PATRICK GARACHON ORGANISATION;63300;THIERS;473808905;
C00000003336;PAUL COFFY MANDATAIRE FINANCIER AXEL DUGAS;42400;ST CHAMOND;;
C00000002222;PAUT Ludovic;;;;
C00000001466;PAVILLON D'ARMENONVILLE;75116;PARIS;;
C00000002331;PB SAINT-ETIENNE;42000;SAINT-ETIENNE;;
C0073;PBOX;26000;VALENCE;475860516;
C00000001408;PCSL CHU DE SAINT ETIENNE;42055;SAINT-ETIENNE CEDEX 2;;
C00000002489;PEATIER;;;;
C00000003150;PEEL Tam;33190;LA REOLE;;
C00000001896;PELLOUX PRAYER Benoit;26540;MOURS SAINTE EUSEBE;;
C00000001637;PERDIGON;38330;MONTBONNOT ST MARTIN;;
C0628;PERFORMANCES MOTOS;43200;Yssingeaux;471651276;
C00000001684;PERRET Dominique;42100;SAINT-ETIENNE;;
C00000002684;PERRONNET Michel;42000;SAINT-ETIENNE;611727020;
C00000002151;PETIT BULLETIN;42000;SAINT ETIENNE;;
C00000001662;PETIT CHOEUR A'CHOR;43110;AUREC SUR LOIRE;;
C00000001409;PETITBOIS Matthias;69200;VENISSIEUX;;
C00000001653;PETITS TRAVAUX;42100;ST ETIENNE;;
C00000002476;PEYRARD Michel;42390;VILLARS;682315215;
C0629;PEYRARD René;43140;ST DIDIER EN VELAY ;;
C00000003229;PEYROCHE Nicolas;;;;
C0630;PHA;63000;Clermont Ferrand;672998632;
C00000002396;PHENOMEN;43310;AUREC SUR LOIRE;;
C00000001299;PHILIPP-MOTOS;42100;SAINT-ETIENNE;04 77 81 16 50;
C00000001362;PHILIPPE VAILLANT SPECTACLES;75010;PARIS;01 42 47 04 00;
C00000002835;PHILIPPE VEDIAUD PUBLICITÉ;95270;CHAUMONTEL;;
C00000001633;PHOENIX PRODUCTION;34470;PEROLS;;
C00000002269;PICCOLA FAMILIA;76000;ROUEN;;
C00000001975;PILLET HITECH SARL;42153;RIORGES;;
C00000003280;PILP;34130;MAUGUIO;;
C00000003326;Pinna Isacco;42390;VILLARS;;
C00000001240;PIRANHAS PRODUCTIONS;28170;THIMERT GATELLES;;
C0632;PISCINES ET PASSIONS;42270;SAINT-PRIEST EN JAREZ;;
